ID,brand,Origin of brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,seats,selling_price
324,Mercedes-Benz,European,4,38000,Dealer,Diesel,Automatic,17.9,2143,5,3675000
325,Mercedes-Benz,European,5,50000,Dealer,Petrol,Automatic,15.04,1991,5,3675000
326,Volvo,European,5,20400,Dealer,Diesel,Automatic,18,1969,5,3650000
327,BMW,European,2,10000,Individual,Diesel,Automatic,20.68,1995,5,3650000
328,Mercedes-Benz,European,3,8000,Dealer,Petrol,Automatic,14.74,1991,5,3650000
329,Mercedes-Benz,European,7,50000,Dealer,Diesel,Automatic,11.3,2987,7,3650000
330,Toyota,Asian,1,6300,Dealer,Diesel,Automatic,12.9,2755,7,3650000
331,Toyota,Asian,1,29000,Dealer,Diesel,Automatic,12.9,2755,7,3650000
332,Skoda,European,2,52000,Individual,Diesel,Automatic,16.25,1968,7,3600000
333,Mercedes-Benz,European,7,34000,Dealer,Petrol,Automatic,9.26,3498,4,3600000
334,Jaguar,European,9,50000,Dealer,Diesel,Automatic,12.9,2993,4,3600000
335,Mercedes-Benz,European,7,33000,Dealer,Petrol,Automatic,9.26,3498,4,3600000
336,BMW,European,5,85000,Individual,Diesel,Automatic,15.97,2993,5,3600000
337,Mercedes-Benz,European,7,10000,Individual,Diesel,Automatic,13,2143,5,3600000
338,BMW,European,3,28000,Dealer,Diesel,Automatic,21.76,1995,5,3600000
339,BMW,European,4,55000,Dealer,Diesel,Automatic,22.48,1995,5,3600000
340,Mercedes-Benz,European,5,35000,Dealer,Diesel,Automatic,17.9,2143,5,3600000
341,BMW,European,5,45000,Dealer,Diesel,Automatic,14.69,2993,5,3590000
342,BMW,European,3,40000,Dealer,Diesel,Automatic,21.76,1995,5,3580000
343,Mercedes-Benz,European,8,120000,Dealer,Diesel,Automatic,12,2987,7,3575000
344,Land Rover,European,4,35800,Dealer,Diesel,Automatic,12.83,1999,7,3575000
345,Audi,European,3,8253,Dealer,Diesel,Automatic,17.68,1968,5,3560000
346,Skoda,European,2,8500,Dealer,Diesel,Automatic,18.19,1968,5,3550000
347,Kia,Asian,1,14000,Dealer,Diesel,Automatic,14.11,2199,7,3525000
348,Mercedes-Benz,European,5,29000,Individual,Diesel,Automatic,13,2987,5,3500000
349,Mercedes-Benz,European,8,43715,Dealer,Diesel,Automatic,11.3,2987,7,3500000
350,Jaguar,European,4,34600,Dealer,Diesel,Automatic,19.33,1999,5,3500000
351,BMW,European,6,70000,Dealer,Diesel,Automatic,15.3,2993,5,3500000
352,Mercedes-Benz,European,7,40000,Dealer,Diesel,Automatic,15.26,2143,5,3500000
353,Jaguar,European,6,20000,Dealer,Diesel,Automatic,16.36,2179,5,3500000
354,Jaguar,European,4,7600,Dealer,Diesel,Automatic,19.33,1999,5,3500000
355,BMW,European,1,34000,Dealer,Diesel,Automatic,18.56,1995,5,3500000
356,Mercedes-Benz,European,5,40000,Dealer,Diesel,Automatic,17.9,2143,5,3500000
357,Mercedes-Benz,European,7,87000,Dealer,Diesel,Automatic,11.3,2987,7,3500000
358,Porsche,European,15,27000,Dealer,Petrol,Automatic,8.6,2706,2,3500000
359,BMW,European,8,34000,Dealer,Diesel,Automatic,9.52,2993,4,3499000
360,Mercedes-Benz,European,7,51000,Dealer,Diesel,Automatic,11.3,2987,7,3495000
361,BMW,European,7,33000,Dealer,Diesel,Automatic,16.46,2993,5,3495000
362,Audi,European,3,24000,Dealer,Diesel,Automatic,17.68,1968,5,3490000
363,Toyota,Asian,3,25344,Dealer,Diesel,Automatic,12.9,2755,7,3485000
364,Mercedes-Benz,European,3,6577,Dealer,Petrol,Automatic,14.74,1991,5,3480000
365,Audi,European,6,22000,Dealer,Petrol,Automatic,12.28,2995,4,3475000
366,Mercedes-Benz,European,7,89000,Dealer,Diesel,Automatic,11.3,2987,7,3450000
367,Jaguar,European,5,20837,Dealer,Diesel,Automatic,19.33,1999,5,3450000
368,BMW,European,2,40000,Dealer,Diesel,Automatic,19.62,1998,5,3450000
369,Mercedes-Benz,European,7,93000,Dealer,Diesel,Automatic,12,2987,7,3450000
370,BMW,European,4,33000,Dealer,Diesel,Automatic,19.59,1995,5,3450000
371,BMW,European,9,33000,Dealer,Petrol,Automatic,10.37,2979,2,3425000
372,Mercedes-Benz,European,6,42900,Dealer,Diesel,Automatic,11.74,2987,5,3400000
373,Land Rover,European,10,78000,Dealer,Diesel,Automatic,11.49,4367,5,3400000
374,BMW,European,5,35000,Dealer,Diesel,Automatic,18.56,1995,5,3400000
375,Audi,European,3,17000,Dealer,Petrol,Automatic,17.84,1395,5,3400000
376,Toyota,Asian,3,9000,Dealer,Diesel,Automatic,12.9,2755,7,3400000
377,BMW,European,3,44000,Dealer,Diesel,Automatic,22.69,1995,5,3400000
378,Audi,European,2,24000,Dealer,Diesel,Automatic,20.38,1968,5,3400000
379,Jaguar,European,7,40000,Dealer,Diesel,Automatic,14.74,2993,5,3400000
380,Jaguar,European,7,47100,Dealer,Diesel,Automatic,10.5,2993,4,3400000
381,BMW,European,3,70000,Dealer,Petrol,Automatic,15.34,1998,5,3400000
382,Mercedes-Benz,European,4,24323,Dealer,Diesel,Automatic,14.84,2143,5,3375000
383,Mercedes-Benz,European,4,45425,Dealer,Diesel,Automatic,19.27,2143,5,3375000
384,BMW,European,5,48530,Dealer,Diesel,Automatic,18.12,1995,5,3375000
385,BMW,European,4,22000,Dealer,Diesel,Automatic,22.48,1995,5,3350000
386,BMW,European,5,40000,Dealer,Diesel,Automatic,18.12,1995,5,3350000
387,BMW,European,3,18000,Dealer,Diesel,Automatic,19.62,1998,5,3350000
388,BMW,European,6,95500,Dealer,Diesel,Automatic,15.3,2993,5,3350000
389,Mercedes-Benz,European,5,40000,Dealer,Diesel,Automatic,17.9,2143,5,3350000
390,Mini,European,4,11000,Dealer,Petrol,Automatic,13.79,1998,5,3350000
391,Mercedes-Benz,European,3,25000,Dealer,Diesel,Automatic,19.27,2143,5,3350000
392,BMW,European,7,60000,Dealer,Diesel,Automatic,15.97,2993,5,3350000
393,Mercedes-Benz,European,4,17000,Dealer,Diesel,Automatic,19.27,2143,5,3350000
394,Mercedes-Benz,European,4,32057,Dealer,Diesel,Automatic,14.84,2143,5,3350000
395,BMW,European,8,59000,Dealer,Diesel,Automatic,11.2,2993,4,3350000
396,BMW,European,7,48000,Dealer,Diesel,Automatic,16.46,2993,5,3350000
397,BMW,European,4,21500,Dealer,Diesel,Automatic,18.12,1995,5,3300000
398,BMW,European,4,51000,Dealer,Diesel,Automatic,18.12,1995,5,3300000
399,BMW,European,4,50000,Dealer,Diesel,Automatic,19.59,1995,5,3300000
400,Audi,European,5,16000,Dealer,Diesel,Automatic,17.68,1968,5,3300000
401,Toyota,Asian,4,30000,Individual,Diesel,Automatic,15.04,2755,7,3300000
402,Toyota,Asian,2,48000,Individual,Diesel,Automatic,15.04,2755,7,3300000
403,Mercedes-Benz,European,9,30000,Dealer,Diesel,Automatic,13.5,2987,5,3300000
404,BMW,European,3,28000,Dealer,Diesel,Automatic,20.68,1995,5,3300000
405,BMW,European,3,12000,Dealer,Diesel,Automatic,20.68,1995,5,3300000
406,Jaguar,European,7,79000,Dealer,Diesel,Automatic,10.5,2993,4,3300000
407,BMW,European,4,52000,Dealer,Diesel,Automatic,19.59,1995,5,3300000
408,Mini,European,4,6000,Dealer,Petrol,Automatic,13.79,1998,5,3300000
409,Toyota,Asian,2,45000,Dealer,Diesel,Automatic,12.9,2755,7,3300000
410,Toyota,Asian,2,32000,Dealer,Diesel,Automatic,12.9,2755,7,3300000
411,BMW,European,10,24000,Dealer,Petrol,Automatic,10.37,2979,2,3300000
412,Toyota,Asian,2,33000,Dealer,Diesel,Automatic,12.9,2755,7,3300000
413,Toyota,Asian,2,22600,Dealer,Diesel,Manual,14.24,2755,7,3300000
414,BMW,European,4,72000,Dealer,Diesel,Automatic,21.76,1995,5,3300000
415,Jaguar,European,8,63000,Dealer,Diesel,Automatic,10.5,2993,4,3300000
416,Toyota,Asian,4,20000,Individual,Diesel,Automatic,15.04,2755,7,3300000
417,Land Rover,European,5,64000,Dealer,Diesel,Automatic,12.63,2179,5,3290000
418,Land Rover,European,5,64000,Dealer,Diesel,Automatic,12.51,2179,7,3290000
419,Mercedes-Benz,European,8,70000,Dealer,Diesel,Automatic,11.3,2987,7,3275000
420,Mini,European,4,6000,Dealer,Petrol,Automatic,14.41,1998,5,3250000
421,Mercedes-Benz,European,6,35500,Dealer,Diesel,Automatic,15.26,2143,5,3250000
422,BMW,European,4,46000,Dealer,Diesel,Automatic,18.12,1995,5,3250000
423,Mini,European,4,6000,Dealer,Petrol,Automatic,17.54,1598,5,3250000
424,BMW,European,3,30000,Individual,Diesel,Automatic,20.68,1995,5,3250000
425,Kia,Asian,1,7000,Dealer,Diesel,Automatic,14.11,2199,7,3250000
426,BMW,European,2,15000,Dealer,Diesel,Automatic,20.68,1995,5,3250000
427,BMW,European,8,72000,Dealer,Diesel,Automatic,11.2,2993,4,3250000
428,Audi,European,4,25829,Dealer,Diesel,Automatic,18.25,1968,5,3250000
429,Toyota,Asian,3,28000,Dealer,Diesel,Automatic,12.9,2755,7,3200000
430,Audi,European,3,12000,Dealer,Diesel,Automatic,15.17,1968,5,3200000
431,BMW,European,5,27000,Dealer,Diesel,Automatic,14.69,2993,5,3200000
432,Land Rover,European,5,27690,Dealer,Diesel,Automatic,12.81,1999,7,3200000
433,Mini,European,4,7000,Dealer,Petrol,Automatic,13.79,1998,5,3200000
434,Jaguar,European,6,29000,Dealer,Diesel,Automatic,16.36,2179,5,3200000
435,Audi,European,5,54945,Dealer,Diesel,Automatic,17.68,1968,5,3200000
436,Audi,European,6,30000,Dealer,Diesel,Automatic,13.22,2967,5,3200000
437,BMW,European,7,68000,Dealer,Diesel,Automatic,11.7,2993,5,3200000
438,BMW,European,2,10000,Dealer,Diesel,Automatic,20.68,1995,5,3200000
439,Toyota,Asian,2,12000,Individual,Diesel,Automatic,12.9,2755,7,3200000
440,Jaguar,European,2,27000,Dealer,Diesel,Automatic,13.6,1999,5,3200000
441,Mercedes-Benz,European,7,90000,Dealer,Diesel,Automatic,12,2987,7,3200000
442,BMW,European,3,15000,Dealer,Diesel,Automatic,22.69,1995,5,3200000
443,Honda,Asian,3,13868,Dealer,Petrol,Automatic,13.1,1997,5,3200000
444,Mercedes-Benz,European,3,15000,Dealer,Diesel,Automatic,19.27,2143,5,3200000
445,Ford,American,2,40000,Individual,Diesel,Automatic,10.91,3198,7,3200000
446,Volkswagen,European,4,2500,Dealer,Petrol,Automatic,17.68,1395,4,3200000
447,Mini,European,3,8000,Individual,Petrol,Automatic,17.33,1998,4,3200000
448,Skoda,European,2,39000,Dealer,Diesel,Automatic,16.25,1968,7,3200000
449,Ford,American,3,41000,Dealer,Diesel,Automatic,10.91,3198,7,3200000
450,BMW,European,8,73091,Dealer,Diesel,Automatic,11.2,2993,4,3200000
451,Kia,Asian,1,8800,Dealer,Diesel,Automatic,14.11,2199,7,3200000
452,Toyota,Asian,4,34000,Dealer,Diesel,Automatic,15.04,2755,7,3200000
453,Jaguar,European,7,28000,Dealer,Diesel,Automatic,16.36,2179,5,3190000
454,Toyota,Asian,3,96644,Dealer,Diesel,Automatic,15.04,2755,7,3175000
455,Toyota,Asian,4,15000,Individual,Diesel,Automatic,12.9,2755,7,3150000
456,Mercedes-Benz,European,3,16000,Dealer,Diesel,Automatic,17.9,2143,5,3150000
457,Mercedes-Benz,European,4,16000,Dealer,Diesel,Automatic,19.27,2143,5,3150000
458,Mercedes-Benz,European,8,70000,Dealer,Diesel,Automatic,11.3,2987,7,3150000
459,Toyota,Asian,3,50000,Dealer,Diesel,Automatic,12.9,2755,7,3150000
460,Mercedes-Benz,European,2,1500,Dealer,Petrol,Automatic,13.7,1991,5,3150000
461,Ford,American,3,49000,Dealer,Diesel,Automatic,10.91,3198,7,3150000
462,Audi,European,4,23000,Dealer,Diesel,Automatic,18.53,1968,5,3150000
463,BMW,European,4,32000,Dealer,Diesel,Automatic,22.48,1995,5,3150000
464,Audi,European,4,8332,Dealer,Petrol,Automatic,16.9,1395,5,3150000
465,Audi,European,5,52476,Dealer,Diesel,Automatic,12.07,2967,7,3125000
466,Audi,European,5,35000,Dealer,Diesel,Automatic,17.68,1968,5,3125000
467,Audi,European,5,35000,Dealer,Diesel,Automatic,18.53,1968,5,3125000
468,Mercedes-Benz,European,4,8300,Individual,Diesel,Automatic,17.9,2143,5,3100000
469,Ford,American,3,65000,Dealer,Diesel,Automatic,10.91,3198,7,3100000
470,Toyota,Asian,4,56700,Dealer,Diesel,Automatic,12.9,2755,7,3100000
471,BMW,European,4,36000,Dealer,Diesel,Automatic,21.76,1995,5,3100000
472,Audi,European,4,40000,Individual,Petrol,Automatic,17.84,1395,5,3100000
473,Audi,European,3,20000,Dealer,Diesel,Automatic,15.73,1968,5,3100000
474,BMW,European,4,35000,Individual,Diesel,Automatic,21.76,1995,5,3100000
475,BMW,European,4,36000,Dealer,Petrol,Automatic,14.04,1997,5,3100000
476,BMW,European,4,30000,Dealer,Diesel,Automatic,18.12,1995,5,3100000
477,Audi,European,2,13000,Dealer,Diesel,Automatic,15.17,1968,5,3100000
478,BMW,European,11,5022,Dealer,Petrol,Automatic,10.37,2979,2,3100000
479,BMW,European,7,75000,Dealer,Diesel,Automatic,11.5,2993,5,3100000
480,Mercedes-Benz,European,5,147000,Dealer,Diesel,Automatic,15.26,2143,5,3100000
481,Honda,Asian,2,20000,Individual,Diesel,Automatic,19.5,1597,7,3100000
482,BMW,European,4,24000,Dealer,Diesel,Automatic,22.48,1995,5,3100000
483,Mercedes-Benz,European,8,51000,Dealer,Diesel,Automatic,12,2987,7,3100000
484,Audi,European,4,28049,Dealer,Diesel,Automatic,18.25,1968,5,3100000
485,Toyota,Asian,2,15500,Dealer,Diesel,Manual,14.24,2755,7,3090000
486,Toyota,Asian,4,46975,Dealer,Diesel,Automatic,12.9,2755,7,3080000
487,Toyota,Asian,3,39000,Dealer,Diesel,Automatic,12.9,2755,7,3050000
488,Audi,European,3,20500,Individual,Diesel,Automatic,18.51,1968,5,3050000
489,Ford,American,4,49000,Dealer,Diesel,Automatic,10.91,3198,7,3050000
490,Toyota,Asian,3,39000,Dealer,Diesel,Automatic,12.9,2755,7,3040000
491,BMW,European,2,22450,Dealer,Diesel,Automatic,20.68,1995,5,3011000
492,Audi,European,3,34500,Individual,Diesel,Automatic,18.25,1968,5,3000000
493,Mercedes-Benz,European,5,20000,Individual,Diesel,Automatic,15,2143,5,3000000
494,BMW,European,5,30000,Dealer,Petrol,Automatic,14.04,1997,5,3000000
495,BMW,European,3,23000,Dealer,Diesel,Automatic,20.68,1995,5,3000000
496,BMW,European,3,22000,Dealer,Diesel,Automatic,17.05,1995,5,3000000
497,Mercedes-Benz,European,9,50000,Individual,Diesel,Automatic,13.5,2987,5,3000000
498,Ford,American,3,25000,Individual,Diesel,Automatic,10.91,3198,7,3000000
499,BMW,European,6,40000,Dealer,Diesel,Automatic,19.59,1995,5,3000000
500,Mercedes-Benz,European,4,10000,Individual,Petrol,Automatic,14.8,1595,5,3000000
501,Audi,European,5,35000,Dealer,Diesel,Automatic,18.53,1968,5,3000000
502,Volkswagen,European,2,16000,Dealer,Diesel,Automatic,16.65,1968,5,3000000
503,Toyota,Asian,4,40000,Individual,Diesel,Manual,14.24,2755,7,3000000
504,Toyota,Asian,3,60000,Individual,Diesel,Automatic,12.9,2755,7,3000000
505,Kia,Asian,1,3000,Dealer,Diesel,Automatic,14.11,2199,9,3000000
506,Toyota,Asian,3,29456,Dealer,Diesel,Automatic,12.9,2755,7,3000000
507,Land Rover,European,11,80000,Individual,Diesel,Automatic,10.2,4367,7,3000000
508,Toyota,Asian,2,20212,Dealer,Diesel,Manual,14.24,2755,7,3000000
509,Mercedes-Benz,European,7,90000,Dealer,Diesel,Automatic,13.5,2987,5,3000000
510,Mini,European,3,10782,Dealer,Diesel,Automatic,19.19,1995,5,3000000
511,Jaguar,European,6,50000,Dealer,Diesel,Automatic,16.36,2179,5,3000000
512,Mercedes-Benz,European,3,25000,Individual,Petrol,Automatic,13.7,1991,5,3000000
513,BMW,European,4,20000,Individual,Diesel,Automatic,22.69,1995,5,3000000
514,Toyota,Asian,3,68000,Dealer,Diesel,Automatic,15.04,2755,7,3000000
515,Audi,European,5,27000,Dealer,Petrol,Automatic,15.26,1798,5,3000000
516,BMW,European,7,118000,Dealer,Diesel,Automatic,11.2,2993,4,2999000
517,BMW,European,4,18000,Dealer,Diesel,Automatic,18.12,1995,5,2999000
518,Mercedes-Benz,European,2,9000,Dealer,Petrol,Automatic,15.04,1991,5,2995000
519,Audi,European,2,23000,Dealer,Diesel,Automatic,15.17,1968,5,2990000
520,Mercedes-Benz,European,3,40000,Dealer,Diesel,Automatic,14.84,2143,5,2990000
521,BMW,European,5,51000,Dealer,Diesel,Automatic,18.12,1995,5,2975000
522,Toyota,Asian,4,44510,Dealer,Diesel,Manual,14.24,2755,7,2975000
523,Mercedes-Benz,European,4,38000,Dealer,Diesel,Automatic,17.9,2143,5,2975000
524,Toyota,Asian,3,50000,Dealer,Diesel,Automatic,12.9,2755,7,2950000
525,Toyota,Asian,3,35000,Dealer,Diesel,Automatic,12.9,2755,7,2950000
526,Mercedes-Benz,European,6,50000,Dealer,Diesel,Automatic,15.26,2143,5,2950000
527,Jaguar,European,4,91795,Dealer,Diesel,Automatic,13.5,1999,5,2950000
528,Mercedes-Benz,European,4,24500,Dealer,Diesel,Automatic,14.84,2143,5,2950000
529,Jaguar,European,5,39000,Dealer,Petrol,Automatic,10.8,1999,5,2950000
530,Mercedes-Benz,European,7,30000,Dealer,Diesel,Automatic,13,2143,5,2950000
531,Mahindra,Asian,2,36000,Dealer,Diesel,Automatic,12.05,2157,7,2950000
532,BMW,European,5,60000,Dealer,Diesel,Automatic,21.76,1995,5,2950000
533,Mercedes-Benz,European,4,52000,Dealer,Diesel,Automatic,13,2143,5,2950000
534,Toyota,Asian,4,19000,Individual,Diesel,Manual,14.24,2755,7,2950000
535,Toyota,Asian,2,1677,Dealer,Diesel,Manual,12.55,2982,7,2950000
536,Mercedes-Benz,European,3,8000,Dealer,Petrol,Automatic,15.04,1991,5,2950000
537,Ford,American,3,50000,Dealer,Diesel,Automatic,12.62,2198,7,2950000
538,Toyota,Asian,3,32000,Dealer,Diesel,Automatic,12.9,2755,7,2950000
539,Audi,European,5,25000,Dealer,Petrol,Automatic,15.26,1798,5,2950000
540,Toyota,Asian,4,91346,Dealer,Diesel,Automatic,15.04,2755,7,2950000
541,BMW,European,4,16300,Individual,Petrol,Automatic,17.61,1998,5,2950000
542,Jaguar,European,5,28000,Dealer,Diesel,Automatic,19.33,1999,5,2950000
543,Mercedes-Benz,European,2,16000,Dealer,Petrol,Automatic,13.7,1991,5,2935000
544,Mercedes-Benz,European,2,16000,Dealer,Petrol,Automatic,13.7,1991,5,2935000
545,Mercedes-Benz,European,7,107000,Dealer,Diesel,Automatic,12,2987,7,2925000
546,Toyota,Asian,3,11000,Dealer,Diesel,Manual,14.24,2755,7,2925000
547,Toyota,Asian,4,100930,Dealer,Diesel,Automatic,15.04,2755,7,2925000
548,Ford,American,3,11387,Individual,Diesel,Automatic,10.91,3198,7,2900000
549,Audi,European,6,72000,Dealer,Diesel,Automatic,12.07,2967,7,2900000
550,Toyota,Asian,11,204983,Dealer,Diesel,Automatic,11,2982,7,2900000
551,Mercedes-Benz,European,4,12000,Individual,Petrol,Automatic,13.7,1991,5,2900000
552,BMW,European,5,40000,Individual,Diesel,Automatic,20.68,1995,5,2900000
553,Toyota,Asian,4,94926,Dealer,Diesel,Automatic,12.9,2755,7,2900000
554,Audi,European,6,70000,Dealer,Diesel,Automatic,12.07,2967,7,2900000
555,Audi,European,8,131473,Dealer,Diesel,Automatic,11.8,2967,5,2900000
556,BMW,European,4,20000,Dealer,Diesel,Automatic,13.2,1995,5,2900000
557,Porsche,European,8,85000,Dealer,Diesel,Automatic,15.15,2967,5,2900000
558,BMW,European,5,55202,Dealer,Diesel,Automatic,18.88,1995,5,2900000
559,Audi,European,8,33000,Dealer,Diesel,Automatic,12.07,2967,7,2900000
560,BMW,European,3,39000,Dealer,Diesel,Automatic,20.68,1995,5,2900000
561,Land Rover,European,5,114000,Dealer,Diesel,Automatic,12.51,2179,7,2900000
562,Audi,European,4,39000,Dealer,Diesel,Automatic,14.16,1968,5,2899000
563,Land Rover,European,10,65000,Dealer,Diesel,Automatic,10.2,3628,7,2899000
564,Ford,American,3,48000,Dealer,Diesel,Automatic,10.91,3198,7,2899000
565,Mercedes-Benz,European,6,46000,Dealer,Diesel,Automatic,15.26,2143,5,2899000
566,Ford,American,3,48000,Dealer,Diesel,Automatic,10.91,3198,7,2899000
567,Ford,American,3,48000,Dealer,Diesel,Automatic,10.91,3198,7,2899000
568,Mercedes-Benz,European,6,48000,Dealer,Diesel,Automatic,15.26,2143,5,2899000
569,Mercedes-Benz,European,6,48000,Dealer,Diesel,Automatic,15.26,2143,5,2899000
570,Toyota,Asian,4,10725,Dealer,Diesel,Manual,13,2982,7,2895000
571,Land Rover,European,5,56000,Dealer,Petrol,Automatic,12.63,1999,5,2890000
572,Porsche,European,8,57000,Dealer,Diesel,Automatic,15.15,2967,5,2890000
573,Ford,American,4,62876,Dealer,Diesel,Automatic,10.91,3198,7,2875000
574,Ford,American,4,43000,Dealer,Diesel,Automatic,10.91,3198,7,2875000
575,Volkswagen,European,2,10000,Dealer,Diesel,Automatic,16.65,1968,5,2875000
576,Audi,European,1,16000,Dealer,Diesel,Automatic,20.38,1968,5,2875000
577,Ford,American,4,43000,Dealer,Diesel,Automatic,10.91,3198,7,2875000
578,Mercedes-Benz,European,3,15000,Dealer,Diesel,Automatic,17.9,2143,5,2850000
579,Land Rover,European,5,145000,Dealer,Diesel,Automatic,12.81,1999,7,2850000
580,Ford,American,4,40000,Dealer,Diesel,Automatic,10.91,3198,7,2850000
581,BMW,European,5,14000,Dealer,Diesel,Automatic,20.68,1995,5,2850000
582,Ford,American,4,40700,Dealer,Diesel,Automatic,10.91,3198,7,2850000
583,Mercedes-Benz,European,4,40000,Dealer,Diesel,Automatic,19.71,2143,5,2850000
584,Mercedes-Benz,European,4,4500,Dealer,Diesel,Automatic,17.9,2143,5,2850000
585,BMW,European,4,46000,Dealer,Diesel,Automatic,22.48,1995,5,2850000
586,Mercedes-Benz,European,6,18000,Dealer,Diesel,Automatic,14.84,2143,5,2850000
587,Toyota,Asian,2,590000,Dealer,Diesel,Manual,14.24,2755,7,2850000
588,BMW,European,4,23000,Dealer,Diesel,Automatic,20.68,1995,5,2850000
589,Ford,American,4,40000,Dealer,Diesel,Automatic,10.91,3198,7,2850000
590,Jaguar,European,6,80000,Dealer,Diesel,Automatic,16.36,2179,5,2850000
591,Mercedes-Benz,European,6,57000,Dealer,Diesel,Automatic,13,2143,5,2850000
592,Mercedes-Benz,European,6,35500,Dealer,Diesel,Automatic,15.26,2143,5,2845000
593,BMW,European,5,52890,Dealer,Diesel,Automatic,18.12,1995,5,2800000
594,Mercedes-Benz,European,3,10000,Dealer,Petrol,Automatic,13.7,1991,5,2800000
595,BMW,European,6,40000,Dealer,Diesel,Automatic,21.76,1995,5,2800000
596,Mercedes-Benz,European,3,45500,Dealer,Diesel,Automatic,17.9,2143,5,2800000
597,Jaguar,European,10,45000,Individual,Diesel,Automatic,14.74,2993,5,2800000
598,Audi,European,7,49000,Dealer,Diesel,Automatic,14.16,1968,5,2800000
599,Mercedes-Benz,European,3,15000,Dealer,Diesel,Automatic,17.9,2143,5,2800000
600,Audi,European,5,20010,Dealer,Diesel,Automatic,18.53,1968,5,2800000
601,Audi,European,4,45500,Individual,Diesel,Automatic,18.25,1968,5,2800000
602,Mercedes-Benz,European,4,58000,Dealer,Diesel,Automatic,19.71,2143,5,2800000
603,Toyota,Asian,4,34000,Dealer,Diesel,Automatic,12.9,2755,7,2800000
604,BMW,European,4,18000,Dealer,Diesel,Automatic,22.69,1995,5,2800000
605,Mercedes-Benz,European,4,55000,Dealer,Diesel,Automatic,19.71,2143,5,2800000
606,Mercedes-Benz,European,5,28594,Dealer,Petrol,Automatic,14.74,1991,5,2800000
